java -jar itc2021.jar ITC2021_Middle_1.xml ITC2021_Middle_1Soln.xml -start ITC2021_Middle_1Soln.xml -seed 1 -time 10800 -verbose 0 -fixOptTime 100

Instance....: Middle1
Algorithm...: ILS (rnaMax=50K, itersP=50, p0=1, pMax=20)
Other params: maxIters=1000K, seed=1, timeLimit=10800.00s

    /------------------------------------------------------------\
    |     Iter |   Gap(%) |         S* |         S' |       Time | 
    |      13M |        - |    42_6092 |    42_6092 |    8393.99 | *
    |      13M |        - |    38_6279 |    38_6279 |    8394.29 | *
    |      13M |        - |    38_6275 |    38_6275 |    8394.63 | *
    |      13M |        - |    38_6265 |    38_6265 |    8396.04 | *
    |      13M |        - |    38_6263 |    38_6263 |    8396.05 | *
    |      13M |        - |    35_6412 |    35_6412 |    8398.39 | *
    |      13M |        - |    33_6463 |    33_6463 |    8398.58 | *
    |      13M |        - |    33_6462 |    33_6462 |    8398.71 | *
    |      13M |        - |    33_6432 |    33_6432 |    8399.41 | *
    |      13M |        - |    33_6402 |    33_6402 |    8399.61 | *
    |      13M |        - |    31_6392 |    31_6392 |    8404.29 | *
    |      13M |        - |    30_6437 |    30_6437 |    8409.72 | *
    |      13M |        - |    30_6436 |    30_6436 |    8409.74 | *
    |      13M |        - |    28_6423 |    28_6423 |    8411.63 | *
    |      13M |        - |    26_6423 |    26_6423 |    8412.09 | *
    |      13M |        - |    25_6403 |    25_6403 |    8412.87 | *
    |      13M |        - |    25_6403 |    25_6403 |    8420.66 | 
    |      13M |        - |     5_6039 |    25_6403 |    8432.48 | p-3
    | ILS perturbation level=3                      |    8432.48 | 
    |      13M |        - |     5_6039 |    50_6049 |    8432.48 | p-3
    |      13M |        - |    49_6078 |    49_6078 |    8432.51 | *
    |      13M |        - |    47_6088 |    47_6088 |    8432.51 | *
    |      13M |        - |    47_6043 |    47_6043 |    8432.53 | *
    |      13M |        - |    46_6058 |    46_6058 |    8432.53 | *
    |      13M |        - |    45_6059 |    45_6059 |    8432.54 | *
    |      13M |        - |    45_6054 |    45_6054 |    8432.54 | *
    |      13M |        - |    45_6047 |    45_6047 |    8432.56 | *
    |      13M |        - |    43_6075 |    43_6075 |    8432.56 | *
    |      13M |        - |    41_6071 |    41_6071 |    8432.56 | *
    |      13M |        - |    41_6007 |    41_6007 |    8432.59 | *
    |      13M |        - |    39_6034 |    39_6034 |    8432.69 | *
    |      13M |        - |    38_6085 |    38_6085 |    8432.69 | *
    |      13M |        - |    37_6080 |    37_6080 |    8432.69 | *
    |      13M |        - |    35_6095 |    35_6095 |    8432.84 | *
    |      13M |        - |    35_6080 |    35_6080 |    8432.97 | *
    |      13M |        - |    35_6074 |    35_6074 |    8433.15 | *
    |      13M |        - |    31_6002 |    31_6002 |    8433.70 | *
    |      13M |        - |    29_6008 |    29_6008 |    8433.83 | *
    |      13M |        - |    28_5998 |    28_5998 |    8433.83 | *
    |      13M |        - |    28_5993 |    28_5993 |    8434.22 | *
    |      13M |        - |    28_5988 |    28_5988 |    8434.28 | *
    |      13M |        - |    27_6038 |    27_6038 |    8434.29 | *
    |      13M |        - |    26_6008 |    26_6008 |    8434.39 | *
    |      13M |        - |    25_6022 |    25_6022 |    8435.18 | *
    |      13M |        - |    25_6017 |    25_6017 |    8435.92 | *
    |      13M |        - |    21_6176 |    21_6176 |    8439.11 | *
    |      13M |        - |    19_6179 |    19_6179 |    8439.17 | *
    |      13M |        - |    15_6159 |    15_6159 |    8439.17 | *
    |      13M |        - |    15_6158 |    15_6158 |    8439.20 | *
    |      13M |        - |    15_6155 |    15_6155 |    8439.20 | *
    |      13M |        - |    15_6148 |    15_6148 |    8439.36 | *
    |      13M |        - |    15_6138 |    15_6138 |    8439.47 | *
    |      13M |        - |    14_6142 |    14_6142 |    8440.12 | *
    |      13M |        - |    14_6138 |    14_6138 |    8440.36 | *
    |      13M |        - |    14_6135 |    14_6135 |    8442.34 | *
    |      13M |        - |    14_6130 |    14_6130 |    8442.63 | *
    |      13M |        - |    14_6130 |    14_6130 |    8461.94 | 
    |      13M |        - |     5_6039 |    14_6130 |    8463.96 | p-3
    | ILS perturbation level=3                      |    8463.96 | 
    |      13M |        - |     5_6039 |    43_6151 |    8463.96 | p-3
    |      13M |        - |    43_6131 |    43_6131 |    8463.96 | *
    |      13M |        - |    37_6131 |    37_6131 |    8463.97 | *
    |      13M |        - |    37_6126 |    37_6126 |    8464.55 | *
    |      13M |        - |    35_6240 |    35_6240 |    8464.55 | *
    |      13M |        - |    35_6235 |    35_6235 |    8464.63 | *
    |      13M |        - |    33_6244 |    33_6244 |    8464.77 | *
    |      13M |        - |    32_6264 |    32_6264 |    8465.79 | *
    |      13M |        - |    30_6380 |    30_6380 |    8465.91 | *
    |      13M |        - |    30_6379 |    30_6379 |    8466.82 | *
    |      13M |        - |    29_6454 |    29_6454 |    8470.63 | *
    |      13M |        - |    28_6549 |    28_6549 |    8476.19 | *
    |      13M |        - |    28_6507 |    28_6507 |    8476.21 | *
    |      13M |        - |    26_6632 |    26_6632 |    8479.33 | *
    |      13M |        - |    26_6627 |    26_6627 |    8479.80 | *
    |      13M |        - |    24_6492 |    24_6492 |    8491.41 | *
    |      13M |        - |    24_6467 |    24_6467 |    8491.60 | *
    |      13M |        - |    22_6544 |    22_6544 |    8492.21 | *
    |      13M |        - |    22_6539 |    22_6539 |    8492.23 | *
    |      13M |        - |    22_6529 |    22_6529 |    8492.83 | *
    |      13M |        - |    20_6255 |    20_6255 |    8499.15 | *
    |      13M |        - |    19_6244 |    19_6244 |    8499.16 | *
    |      13M |        - |    17_6254 |    17_6254 |    8499.18 | *
    |      13M |        - |    17_6249 |    17_6249 |    8499.71 | *
    |      13M |        - |    15_6260 |    15_6260 |    8499.82 | *
    |      13M |        - |    14_6194 |    14_6194 |    8499.88 | *
    |      13M |        - |    13_6134 |    13_6134 |    8502.87 | *
    |      13M |        - |    13_6134 |    13_6134 |    8509.84 | 
    |      13M |        - |     5_6039 |    13_6134 |    8521.06 | p-3
    | ILS perturbation level=3                      |    8521.06 | 
    |      13M |        - |     5_6039 |   126_5942 |    8521.06 | p-3
    |      13M |        - |   122_6121 |   122_6121 |    8521.07 | *
    |      13M |        - |   119_6151 |   119_6151 |    8521.07 | *
    |      13M |        - |    96_6101 |    96_6101 |    8521.07 | *
    |      13M |        - |    96_6097 |    96_6097 |    8521.07 | *
    |      13M |        - |    95_6115 |    95_6115 |    8521.07 | *
    |      13M |        - |    94_6092 |    94_6092 |    8521.48 | *
    |      13M |        - |    92_6102 |    92_6102 |    8521.49 | *
    |      13M |        - |    90_6099 |    90_6099 |    8521.51 | *
    |      13M |        - |    89_6069 |    89_6069 |    8521.51 | *
    |      13M |        - |    89_6068 |    89_6068 |    8521.51 | *
    |      13M |        - |    82_6084 |    82_6084 |    8521.60 | *
    |      13M |        - |    81_6094 |    81_6094 |    8523.02 | *
    |      13M |        - |    48_6106 |    48_6106 |    8524.02 | *
    |      13M |        - |    48_6096 |    48_6096 |    8524.04 | *
    |      13M |        - |    46_6095 |    46_6095 |    8524.05 | *
    |      13M |        - |    46_6060 |    46_6060 |    8524.05 | *
    |      13M |        - |    46_6045 |    46_6045 |    8524.07 | *
    |      13M |        - |    44_6030 |    44_6030 |    8524.07 | *
    |      13M |        - |    44_6025 |    44_6025 |    8524.21 | *
    |      13M |        - |    44_6020 |    44_6020 |    8524.29 | *
    |      13M |        - |    43_6247 |    43_6247 |    8524.71 | *
    |      13M |        - |    43_6245 |    43_6245 |    8524.96 | *
    |      13M |        - |    43_6243 |    43_6243 |    8525.37 | *
    |      13M |        - |    43_6238 |    43_6238 |    8525.52 | *
    |      13M |        - |    43_6228 |    43_6228 |    8525.67 | *
    |      13M |        - |    40_6322 |    40_6322 |    8529.87 | *
    |      13M |        - |    38_6352 |    38_6352 |    8529.90 | *
    |      13M |        - |    32_6324 |    32_6324 |    8530.12 | *
    |      13M |        - |    32_6320 |    32_6320 |    8530.32 | *
    |      13M |        - |    32_6319 |    32_6319 |    8530.34 | *
    |      13M |        - |    30_6319 |    30_6319 |    8530.34 | *
    |      13M |        - |    26_6335 |    26_6335 |    8549.51 | *
    |      13M |        - |    25_6316 |    25_6316 |    8551.11 | *
    |      13M |        - |    25_6315 |    25_6315 |    8551.53 | *
    |      13M |        - |    24_6061 |    24_6061 |    8555.50 | *
    |      13M |        - |    23_6186 |    23_6186 |    8555.52 | *
    |      13M |        - |    23_6186 |    23_6186 |    8562.96 | 
    |      13M |        - |     5_6039 |    23_6186 |    8577.88 | p-3
    | ILS perturbation level=3                      |    8577.88 | 
    |      13M |        - |     5_6039 |    66_5987 |    8577.88 | p-3
    |      13M |        - |    62_5980 |    62_5980 |    8578.57 | *
    |      13M |        - |    56_5846 |    56_5846 |    8578.60 | *
    |      13M |        - |    55_5870 |    55_5870 |    8578.72 | *
    |      13M |        - |    54_5874 |    54_5874 |    8579.63 | *
    |      13M |        - |    54_5870 |    54_5870 |    8579.69 | *
    |      13M |        - |    54_5865 |    54_5865 |    8579.80 | *
    |      13M |        - |    54_5864 |    54_5864 |    8579.94 | *
    |      13M |        - |    53_5888 |    53_5888 |    8580.19 | *
    |      13M |        - |    52_5893 |    52_5893 |    8580.21 | *
    |      13M |        - |    51_5893 |    51_5893 |    8580.21 | *
    |      13M |        - |    51_5884 |    51_5884 |    8581.48 | *
    |      13M |        - |    45_5985 |    45_5985 |    8581.88 | *
    |      13M |        - |    45_5971 |    45_5971 |    8582.12 | *
    |      13M |        - |    45_5969 |    45_5969 |    8582.16 | *
    |      13M |        - |    45_5960 |    45_5960 |    8582.18 | *
    |      13M |        - |    43_5973 |    43_5973 |    8582.26 | *
    |      13M |        - |    42_5958 |    42_5958 |    8582.27 | *
    |      13M |        - |    39_6013 |    39_6013 |    8586.01 | *
    |      13M |        - |    38_6027 |    38_6027 |    8586.24 | *
    |      13M |        - |    38_6023 |    38_6023 |    8586.26 | *
    |      13M |        - |    38_6016 |    38_6016 |    8586.38 | *
    |      13M |        - |    37_6016 |    37_6016 |    8587.24 | *
    |      13M |        - |    37_6012 |    37_6012 |    8587.26 | *
    |      13M |        - |    36_6012 |    36_6012 |    8587.26 | *
    |      13M |        - |    35_6080 |    35_6080 |    8588.05 | *
    |      13M |        - |    33_6254 |    33_6254 |    8588.90 | *
    |      13M |        - |    32_6244 |    32_6244 |    8593.37 | *
    |      13M |        - |    30_6341 |    30_6341 |    8598.57 | *
    |      13M |        - |    29_6363 |    29_6363 |    8599.01 | *
    |      13M |        - |    29_6338 |    29_6338 |    8599.03 | *
    |      13M |        - |    28_6375 |    28_6375 |    8600.04 | *
    |      13M |        - |    28_6371 |    28_6371 |    8600.39 | *
    |      13M |        - |    27_6406 |    27_6406 |    8601.06 | *
    |      13M |        - |    24_6234 |    24_6234 |    8604.78 | *
    |      13M |        - |    24_6229 |    24_6229 |    8604.94 | *
    |      13M |        - |    24_6229 |    24_6229 |    8617.31 | 
    |      13M |        - |    23_6280 |    23_6280 |    8619.19 | *
    |      13M |        - |     5_6039 |    23_6280 |    8644.38 | p-3
    | ILS perturbation level=3                      |    8644.38 | 
    |      13M |        - |     5_6039 |    72_6228 |    8644.38 | p-3
    |      13M |        - |    70_6248 |    70_6248 |    8644.38 | *
    |      13M |        - |    64_6237 |    64_6237 |    8644.41 | *
    |      13M |        - |    62_6242 |    62_6242 |    8645.88 | *
    |      13M |        - |    61_6292 |    61_6292 |    8646.04 | *
    |      13M |        - |    59_6278 |    59_6278 |    8646.18 | *
    |      13M |        - |    58_6373 |    58_6373 |    8646.27 | *
    |      13M |        - |    58_6368 |    58_6368 |    8646.63 | *
    |      13M |        - |    58_6367 |    58_6367 |    8646.63 | *
    |      13M |        - |    58_6366 |    58_6366 |    8647.50 | *
    |      13M |        - |    57_6376 |    57_6376 |    8647.52 | *
    |      13M |        - |    55_6400 |    55_6400 |    8647.57 | *
    |      13M |        - |    29_6297 |    29_6297 |    8647.94 | *
    |      13M |        - |    29_6232 |    29_6232 |    8647.94 | *
    |      13M |        - |    29_6222 |    29_6222 |    8647.96 | *
    |      13M |        - |    28_6227 |    28_6227 |    8647.99 | *
    |      13M |        - |    28_6222 |    28_6222 |    8647.99 | *
    |      13M |        - |    26_6232 |    26_6232 |    8648.00 | *
    |      13M |        - |    26_6228 |    26_6228 |    8648.00 | *
    |      13M |        - |    24_6223 |    24_6223 |    8648.02 | *
    |      13M |        - |    22_6292 |    22_6292 |    8648.13 | *
    |      13M |        - |    22_6288 |    22_6288 |    8648.22 | *
    |      13M |        - |    22_6173 |    22_6173 |    8648.24 | *
    |      13M |        - |    10_6127 |    10_6127 |    8654.95 | *
    |      13M |        - |    10_6118 |    10_6118 |    8654.96 | *
    |      13M |        - |     9_6108 |     9_6108 |    8654.98 | *
    |      13M |        - |     9_6104 |     9_6104 |    8655.03 | *
    |      13M |        - |     8_6104 |     8_6104 |    8655.06 | *
    |      13M |        - |     5_6039 |     5_6039 |    8655.09 | *
    |      13M |        - |     5_6039 |     5_6039 |    8665.31 | 
    |      13M |        - |     5_6039 |     5_6039 |    8683.44 | p-3
    | ILS perturbation level=3                      |    8683.44 | 
    |      13M |        - |     5_6039 |    96_6190 |    8683.44 | p-3
    |      13M |        - |    95_6180 |    95_6180 |    8683.46 | *
    |      13M |        - |    61_6105 |    61_6105 |    8683.46 | *
    |      13M |        - |    60_6103 |    60_6103 |    8683.65 | *
    |      13M |        - |    59_6109 |    59_6109 |    8683.65 | *
    |      13M |        - |    55_6103 |    55_6103 |    8683.66 | *
    |      13M |        - |    55_6098 |    55_6098 |    8683.66 | *
    |      13M |        - |    55_6073 |    55_6073 |    8683.66 | *
    |      13M |        - |    55_6072 |    55_6072 |    8683.87 | *
    |      13M |        - |    34_6018 |    34_6018 |    8683.87 | *
    |      13M |        - |    34_6013 |    34_6013 |    8683.90 | *
    |      13M |        - |    30_6078 |    30_6078 |    8683.93 | *
    |      13M |        - |    30_6063 |    30_6063 |    8683.96 | *
    |      13M |        - |    30_6058 |    30_6058 |    8683.98 | *
    |      13M |        - |    25_6058 |    25_6058 |    8683.98 | *
    |      13M |        - |    23_6049 |    23_6049 |    8684.63 | *
    |      13M |        - |    16_6050 |    16_6050 |    8684.82 | *
    |      13M |        - |     5_6064 |     5_6064 |    8685.12 | *
    |      13M |        - |     5_6049 |     5_6049 |    8685.16 | *
