java -jar itc2021.jar ITC2021_Middle_2.xml ITC2021_Middle_2Soln.xml -start ITC2021_Middle_2Soln.xml -seed 1 -time 10800 -verbose 0 -fixOptTime 100

Instance....: Middle2
Algorithm...: ILS (rnaMax=50K, itersP=50, p0=1, pMax=20)
Other params: maxIters=1000K, seed=1, timeLimit=10800.00s

    /------------------------------------------------------------\
    |     Iter |   Gap(%) |         S* |         S' |       Time | 
    |      11M |        - |    33_7388 |    33_7388 |    7849.88 | *
    |      11M |        - |    32_7228 |    32_7228 |    7850.13 | *
    |      11M |        - |    32_7223 |    32_7223 |    7850.43 | *
    |      11M |        - |    31_7313 |    31_7313 |    7859.33 | *
    |      11M |        - |    31_7248 |    31_7248 |    7859.35 | *
    |      11M |        - |    31_7238 |    31_7238 |    7859.38 | *
    |      11M |        - |    29_7204 |    29_7204 |    7874.38 | *
    |      11M |        - |    29_7204 |    29_7204 |    7888.74 | 
    |      11M |        - |    17_7328 |    29_7204 |    7895.43 | p-2
    | ILS perturbation level=2                      |    7895.43 | 
    |      11M |        - |    17_7328 |    64_7327 |    7895.43 | p-2
    |      11M |        - |    57_7368 |    57_7368 |    7895.46 | *
    |      11M |        - |    54_7334 |    54_7334 |    7895.48 | *
    |      11M |        - |    54_7299 |    54_7299 |    7895.48 | *
    |      11M |        - |    53_7299 |    53_7299 |    7895.49 | *
    |      11M |        - |    52_7293 |    52_7293 |    7895.51 | *
    |      11M |        - |    50_7287 |    50_7287 |    7895.52 | *
    |      11M |        - |    46_7282 |    46_7282 |    7895.54 | *
    |      11M |        - |    40_7277 |    40_7277 |    7895.55 | *
    |      11M |        - |    32_7303 |    32_7303 |    7895.90 | *
    |      11M |        - |    32_7198 |    32_7198 |    7896.23 | *
    |      11M |        - |    31_7148 |    31_7148 |    7896.24 | *
    |      11M |        - |    30_7182 |    30_7182 |    7897.85 | *
    |      11M |        - |    30_7122 |    30_7122 |    7898.26 | *
    |      11M |        - |    29_7102 |    29_7102 |    7898.98 | *
    |      11M |        - |    28_7127 |    28_7127 |    7903.40 | *
    |      11M |        - |    27_7142 |    27_7142 |    7904.37 | *
    |      11M |        - |    27_7107 |    27_7107 |    7904.54 | *
    |      11M |        - |    25_7207 |    25_7207 |    7910.96 | *
    |      11M |        - |    24_7231 |    24_7231 |    7914.76 | *
    |      11M |        - |    23_7202 |    23_7202 |    7924.98 | *
    |      11M |        - |    23_7202 |    23_7202 |    7934.51 | 
    |      11M |        - |    17_7328 |    23_7202 |    7945.97 | p-2
    | ILS perturbation level=2                      |    7945.97 | 
    |      11M |        - |    17_7328 |    88_7572 |    7945.97 | p-2
    |      11M |        - |    76_7571 |    76_7571 |    7945.99 | *
    |      11M |        - |    72_7520 |    72_7520 |    7945.99 | *
    |      11M |        - |    72_7465 |    72_7465 |    7946.02 | *
    |      11M |        - |    72_7404 |    72_7404 |    7946.02 | *
    |      11M |        - |    72_7400 |    72_7400 |    7946.08 | *
    |      11M |        - |    69_7390 |    69_7390 |    7946.08 | *
    |      11M |        - |    64_7405 |    64_7405 |    7946.83 | *
    |      11M |        - |    64_7395 |    64_7395 |    7946.90 | *
    |      11M |        - |    46_7379 |    46_7379 |    7947.05 | *
    |      11M |        - |    43_7409 |    43_7409 |    7948.43 | *
    |      11M |        - |    40_7418 |    40_7418 |    7948.54 | *
    |      11M |        - |    38_7427 |    38_7427 |    7948.55 | *
    |      11M |        - |    35_7407 |    35_7407 |    7948.57 | *
    |      11M |        - |    34_7474 |    34_7474 |    7948.68 | *
    |      11M |        - |    34_7465 |    34_7465 |    7948.86 | *
    |      11M |        - |    34_7459 |    34_7459 |    7948.90 | *
    |      11M |        - |    33_7274 |    33_7274 |    7948.90 | *
    |      11M |        - |    32_7294 |    32_7294 |    7950.24 | *
    |      11M |        - |    29_7319 |    29_7319 |    7950.25 | *
    |      11M |        - |    28_7370 |    28_7370 |    7951.90 | *
    |      11M |        - |    17_7328 |    28_7370 |    7979.13 | p-2
    | ILS perturbation level=2                      |    7979.13 | 
    |      11M |        - |    17_7328 |    85_7265 |    7979.13 | p-2
    |      11M |        - |    84_7260 |    84_7260 |    7979.15 | *
    |      11M |        - |    84_7251 |    84_7251 |    7979.15 | *
    |      11M |        - |    30_7324 |    30_7324 |    7979.30 | *
    |      11M |        - |    22_7328 |    22_7328 |    7979.57 | *
    |      11M |        - |    17_7328 |    17_7328 |    7979.91 | *
    |      11M |        - |    17_7328 |    17_7328 |    7985.54 | 
    |      11M |        - |    17_7328 |    17_7328 |    8001.03 | p-2
    | ILS perturbation level=2                      |    8001.03 | 
    |      11M |        - |    17_7328 |    87_7699 |    8001.03 | p-2
    |      11M |        - |    83_7691 |    83_7691 |    8001.05 | *
    |      11M |        - |    82_7711 |    82_7711 |    8001.05 | *
    |      11M |        - |    76_7626 |    76_7626 |    8001.06 | *
    |      11M |        - |    76_7616 |    76_7616 |    8001.11 | *
    |      11M |        - |    72_7492 |    72_7492 |    8004.81 | *
    |      11M |        - |    70_7362 |    70_7362 |    8004.93 | *
    |      11M |        - |    65_7377 |    65_7377 |    8008.77 | *
    |      11M |        - |    65_7371 |    65_7371 |    8008.88 | *
    |      11M |        - |    56_7630 |    56_7630 |    8010.29 | *
    |      11M |        - |    56_7610 |    56_7610 |    8010.54 | *
    |      11M |        - |    56_7575 |    56_7575 |    8011.00 | *
    |      11M |        - |    52_7560 |    52_7560 |    8011.61 | *
    |      11M |        - |    51_7585 |    51_7585 |    8013.32 | *
    |      11M |        - |    46_7489 |    46_7489 |    8022.85 | *
    |      11M |        - |    46_7489 |    46_7489 |    8053.90 | 
    |      11M |        - |    17_7328 |    46_7489 |    8057.29 | p-2
    | ILS perturbation level=2                      |    8057.29 | 
    |      11M |        - |    17_7328 |    28_7348 |    8057.29 | p-2
    |      11M |        - |    19_7348 |    19_7348 |    8057.30 | *
    |      11M |        - |    17_7353 |    17_7353 |    8057.81 | *
    |      11M |        - |    17_7328 |    17_7328 |    8066.57 | *
    |      11M |        - |    17_7328 |    17_7328 |    8086.91 | p-2
    | ILS perturbation level=2                      |    8086.91 | 
    |      11M |        - |    17_7328 |    54_7238 |    8086.91 | p-2
    |      11M |        - |    49_7249 |    49_7249 |    8086.93 | *
    |      11M |        - |    44_7248 |    44_7248 |    8086.94 | *
    |      11M |        - |    43_7239 |    43_7239 |    8086.94 | *
    |      11M |        - |    42_7239 |    42_7239 |    8087.01 | *
    |      11M |        - |    40_7249 |    40_7249 |    8087.30 | *
    |      11M |        - |    39_7255 |    39_7255 |    8087.44 | *
    |      11M |        - |    39_7250 |    39_7250 |    8087.57 | *
    |      11M |        - |    38_7259 |    38_7259 |    8087.93 | *
    |      11M |        - |    35_7294 |    35_7294 |    8088.07 | *
    |      11M |        - |    34_7284 |    34_7284 |    8088.50 | *
    |      11M |        - |    33_7410 |    33_7410 |    8094.86 | *
    |      11M |        - |    32_7420 |    32_7420 |    8095.68 | *
    |      11M |        - |    31_7420 |    31_7420 |    8095.72 | *
    |      11M |        - |    31_7330 |    31_7330 |    8095.72 | *
    |      11M |        - |    31_7330 |    31_7330 |    8101.16 | 
    |      11M |        - |    30_7294 |    30_7294 |    8103.46 | *
    |      11M |        - |    29_7432 |    29_7432 |    8116.15 | *
    |      11M |        - |    27_7453 |    27_7453 |    8124.37 | *
    |      11M |        - |    27_7445 |    27_7445 |    8124.40 | *
    |      11M |        - |    26_7249 |    26_7249 |    8127.32 | *
    |      11M |        - |    25_7339 |    25_7339 |    8130.12 | *
    |      11M |        - |    21_7318 |    21_7318 |    8136.84 | *
    |      11M |        - |    21_7295 |    21_7295 |    8136.90 | *
    |      11M |        - |    21_7285 |    21_7285 |    8137.26 | *
    |      11M |        - |    21_7285 |    21_7285 |    8149.08 | 
    |      11M |        - |    20_7335 |    20_7335 |    8152.35 | *
    |      11M |        - |    17_7328 |    20_7335 |    8173.21 | p-2
    | ILS perturbation level=2                      |    8173.21 | 
    |      11M |        - |    17_7328 |   124_7546 |    8173.21 | p-2
    |      11M |        - |   119_7596 |   119_7596 |    8173.22 | *
    |      11M |        - |   119_7591 |   119_7591 |    8173.23 | *
    |      11M |        - |   116_7596 |   116_7596 |    8173.24 | *
    |      11M |        - |   114_7616 |   114_7616 |    8173.24 | *
    |      11M |        - |   114_7606 |   114_7606 |    8173.24 | *
    |      11M |        - |   114_7601 |   114_7601 |    8173.26 | *
    |      11M |        - |   113_7650 |   113_7650 |    8173.28 | *
    |      11M |        - |   109_7594 |   109_7594 |    8180.13 | *
    |      11M |        - |   109_7544 |   109_7544 |    8180.13 | *
    |      11M |        - |   108_7493 |   108_7493 |    8180.16 | *
    |      11M |        - |    95_7422 |    95_7422 |    8181.30 | *
    |      11M |        - |    93_7422 |    93_7422 |    8182.69 | *
    |      11M |        - |    92_7427 |    92_7427 |    8182.70 | *
    |      11M |        - |    86_7438 |    86_7438 |    8189.30 | *
    |      11M |        - |    85_7433 |    85_7433 |    8189.33 | *
    |      11M |        - |    85_7408 |    85_7408 |    8189.36 | *
    |      11M |        - |    83_7514 |    83_7514 |    8203.79 | *
    |      11M |        - |    83_7478 |    83_7478 |    8203.93 | *
    |      11M |        - |    82_7543 |    82_7543 |    8204.12 | *
    |      11M |        - |    76_7508 |    76_7508 |    8204.13 | *
    |      11M |        - |    76_7507 |    76_7507 |    8204.15 | *
    |      11M |        - |    74_7510 |    74_7510 |    8204.16 | *
    |      11M |        - |    74_7421 |    74_7421 |    8204.18 | *
    |      11M |        - |    72_7431 |    72_7431 |    8204.35 | *
    |      11M |        - |    65_7486 |    65_7486 |    8208.40 | *
    |      11M |        - |    64_7506 |    64_7506 |    8215.05 | *
    |      11M |        - |    62_7551 |    62_7551 |    8235.68 | *
    |      11M |        - |    60_7516 |    60_7516 |    8236.53 | *
    |      11M |        - |    60_7511 |    60_7511 |    8237.20 | *
    |      11M |        - |    59_7427 |    59_7427 |    8237.71 | *
    |      11M |        - |    59_7422 |    59_7422 |    8238.06 | *
    |      11M |        - |    58_7452 |    58_7452 |    8241.27 | *
    |      11M |        - |    58_7447 |    58_7447 |    8241.35 | *
    |      11M |        - |    56_7456 |    56_7456 |    8246.86 | *
    |      11M |        - |    56_7396 |    56_7396 |    8247.36 | *
    |      12M |        - |    56_7396 |    56_7396 |    8247.73 | 
    |      12M |        - |    54_7420 |    54_7420 |    8247.87 | *
    |      12M |        - |    54_7415 |    54_7415 |    8247.95 | *
    |      12M |        - |    17_7328 |    54_7415 |    8277.38 | p-2
    | ILS perturbation level=3                      |    8277.38 | 
    |      12M |        - |    17_7328 |    87_7063 |    8277.38 | p-3
    |      12M |        - |    82_7234 |    82_7234 |    8277.40 | *
    |      12M |        - |    80_7239 |    80_7239 |    8277.43 | *
    |      12M |        - |    79_7284 |    79_7284 |    8277.44 | *
    |      12M |        - |    77_7283 |    77_7283 |    8277.44 | *
    |      12M |        - |    73_7303 |    73_7303 |    8277.57 | *
    |      12M |        - |    71_7298 |    71_7298 |    8277.58 | *
    |      12M |        - |    70_7263 |    70_7263 |    8277.58 | *
    |      12M |        - |    53_7438 |    53_7438 |    8278.05 | *
    |      12M |        - |    50_7435 |    50_7435 |    8278.05 | *
    |      12M |        - |    47_7447 |    47_7447 |    8278.07 | *
    |      12M |        - |    47_7416 |    47_7416 |    8278.24 | *
    |      12M |        - |    44_7436 |    44_7436 |    8278.26 | *
    |      12M |        - |    39_7446 |    39_7446 |    8278.80 | *
    |      12M |        - |    29_7423 |    29_7423 |    8280.94 | *
    |      12M |        - |    28_7403 |    28_7403 |    8281.99 | *
    |      12M |        - |    28_7398 |    28_7398 |    8282.93 | *
    |      12M |        - |    25_7418 |    25_7418 |    8282.93 | *
    |      12M |        - |    25_7253 |    25_7253 |    8283.15 | *
    |      12M |        - |    25_7253 |    25_7253 |    8301.48 | 
    |      12M |        - |    17_7328 |    25_7253 |    8304.42 | p-3
    | ILS perturbation level=3                      |    8304.42 | 
    |      12M |        - |    17_7328 |    92_7623 |    8304.42 | p-3
    |      12M |        - |    86_7578 |    86_7578 |    8304.42 | *
    |      12M |        - |    82_7568 |    82_7568 |    8304.56 | *
    |      12M |        - |    81_7583 |    81_7583 |    8304.57 | *
    |      12M |        - |    76_7604 |    76_7604 |    8305.63 | *
    |      12M |        - |    76_7594 |    76_7594 |    8305.66 | *
    |      12M |        - |    76_7579 |    76_7579 |    8305.67 | *
    |      12M |        - |    74_7514 |    74_7514 |    8305.67 | *
    |      12M |        - |    74_7513 |    74_7513 |    8305.75 | *
    |      12M |        - |    70_7508 |    70_7508 |    8307.38 | *
    |      12M |        - |    63_7494 |    63_7494 |    8307.55 | *
    |      12M |        - |    60_7461 |    60_7461 |    8311.86 | *
    |      12M |        - |    52_7480 |    52_7480 |    8312.78 | *
    |      12M |        - |    52_7475 |    52_7475 |    8312.81 | *
    |      12M |        - |    52_7470 |    52_7470 |    8313.53 | *
    |      12M |        - |    52_7456 |    52_7456 |    8313.53 | *
    |      12M |        - |    51_7481 |    51_7481 |    8313.88 | *
    |      12M |        - |    49_7455 |    49_7455 |    8317.80 | *
    |      12M |        - |    49_7450 |    49_7450 |    8318.00 | *
    |      12M |        - |    47_7441 |    47_7441 |    8322.18 | *
    |      12M |        - |    46_7567 |    46_7567 |    8330.29 | *
    |      12M |        - |    44_7503 |    44_7503 |    8331.07 | *
    |      12M |        - |    44_7463 |    44_7463 |    8331.08 | *
    |      12M |        - |    41_7460 |    41_7460 |    8332.49 | *
    |      12M |        - |    39_7427 |    39_7427 |    8334.27 | *
    |      12M |        - |    38_7363 |    38_7363 |    8335.40 | *
    |      12M |        - |    17_7328 |    38_7363 |    8368.44 | p-3
    | ILS perturbation level=3                      |    8368.44 | 
    |      12M |        - |    17_7328 |   104_7282 |    8368.45 | p-3
    |      12M |        - |    99_7281 |    99_7281 |    8368.45 | *
    |      12M |        - |    81_7177 |    81_7177 |    8368.45 | *
    |      12M |        - |    81_7152 |    81_7152 |    8368.47 | *
    |      12M |        - |    80_7177 |    80_7177 |    8368.48 | *
    |      12M |        - |    73_7191 |    73_7191 |    8369.26 | *
    |      12M |        - |    55_7430 |    55_7430 |    8369.26 | *
    |      12M |        - |    53_7421 |    53_7421 |    8369.54 | *
    |      12M |        - |    53_7384 |    53_7384 |    8369.62 | *
    |      12M |        - |    45_7394 |    45_7394 |    8369.65 | *
    |      12M |        - |    43_7385 |    43_7385 |    8369.73 | *
    |      12M |        - |    17_7354 |    17_7354 |    8370.86 | *
    |      12M |        - |    17_7353 |    17_7353 |    8371.15 | *
    |      12M |        - |    17_7353 |    17_7353 |    8371.61 | 
    |      12M |        - |    17_7328 |    17_7353 |    8390.96 | p-3
